Id,SalePrice
1461,124615.26780054653
1462,159253.31752617416
1463,192642.70979391085
1464,199719.92916864142
1465,184727.28244735766
1466,181374.33682830303
1467,166526.2232200632
1468,175028.18247511366
1469,178732.7498488802
1470,134783.36792246444
1471,204025.8231056995
1472,94146.88628950526
1473,98787.03104921673
1474,154681.2768064272
1475,102922.85032947306
1476,361145.4338662709
1477,238202.3113919891
1478,278084.1900704404
1479,279705.1927098888
1480,479739.93555466295
1481,331927.7039486245
1482,196511.66923117783
1483,179962.1853259698
1484,164549.33074591288
1485,182338.39992365963
1486,198339.57801186247
1487,323442.2877014509
1488,221104.48346153274
1489,196054.5374201263
1490,234256.76869877704
1491,183501.41921140853
1492,87943.28773010243
1493,209976.49559504172
1494,275779.47702132177
1495,294729.42668073485
1496,234922.91413595327
1497,190159.04775161398
1498,162632.87226125784
1499,165578.7521323941
1500,174539.96638335646
1501,184585.98391812394
1502,150323.87752259942
1503,276980.7236472871
1504,228659.96108500872
1505,228117.34415735584
1506,182034.7890276197
1507,278755.59976474947
1508,187709.3451028219
1509,161925.20896568152
1510,147773.02353083334
1511,142001.89467150788
1512,166431.62415933073
1513,146977.81289961806
1514,160774.785702409
1515,201809.44596947983
1516,146420.092081287
1517,162289.42968774107
1518,129647.67869390892
1519,230391.62679452042
1520,137029.79812342778
1521,138792.9427878125
1522,173518.96540577637
1523,110968.67330763389
1524,115151.80812249448
1525,116925.35019554122
1526,113688.40062190048
1527,96706.98722922594
1528,128328.89995030478
1529,155457.71925197757
1530,173529.66248048886
1531,114380.06799709253
1532,101119.91908493485
1533,156433.16797037688
1534,116452.8100773825
1535,153021.3347812293
1536,110791.93342686647
1537,90315.21926272758
1538,127885.0325135574
1539,164175.77471038213
1540,93174.26868305422
1541,135633.43197811287
1542,150412.9868750993
1543,207516.23070517188
1544,82020.01290103476
1545,103604.56861302575
1546,143909.4319530539
1547,154034.24382778016
1548,139287.5623135972
1549,110300.28392691449
1550,153374.6937247605
1551,110640.27794140231
1552,140417.9932038308
1553,141739.4053287133
1554,104186.55708479122
1555,172787.53816296865
1556,82083.05152032488
1557,111715.01498041784
1558,95461.16861154894
1559,111051.32215391526
1560,129964.95537250687
1561,145472.1101061184
1562,127688.22637479106
1563,129026.12123537886
1564,167156.10030100428
1565,159084.30870778236
1566,215788.45433390592
1567,79438.76210837219
1568,213036.59395292698
1569,150661.50340893914
1570,138908.25949857084
1571,122218.33470311317
1572,148004.25605843202
1573,276521.59928141645
1574,110725.38078393477
1575,221468.49701047782
1576,254224.00770999902
1577,195067.25559140425
1578,124320.91672759231
1579,155535.04170223558
1580,186042.42676462664
1581,142650.1521718251
1582,127502.16106714115
1583,353730.5742678252
1584,228268.36583723323
1585,145487.35462132617
1586,73832.80622821803
1587,97235.44084564805
1588,150156.63367383735
1589,109897.01125277729
1590,136144.84461465356
1591,92199.44553686779
1592,121836.29809268998
1593,116838.49144889772
1594,116320.23721245622
1595,132923.92357233597
1596,235341.27787561255
1597,168542.1849103374
1598,190436.90355847997
1599,165914.61045698205
1600,169118.42180910966
1601,60465.00635905567
1602,119121.95164452301
1603,79499.98360608483
1604,282115.0008766636
1605,250341.68089905928
1606,164548.69199914634
1607,146897.56035210082
1608,223076.78852879096
1609,181000.13286062042
1610,168791.47927126085
1611,141024.10952781004
1612,160586.42955520822
1613,170443.85481814455
1614,129124.88340036206
1615,83787.45810749846
1616,71785.8191814251
1617,85673.14416523911
1618,127825.11221702976
1619,143180.7866224298
1620,244445.15608584293
1621,144335.00635455732
1622,139892.44820839007
1623,308510.9783221703
1624,210475.38181100434
1625,125032.25841522931
1626,158042.24561607724
1627,191770.10990718447
1628,270630.238775165
1629,184931.4224472754
1630,406622.2423485987
1631,207386.5550744381
1632,240046.98903025952
1633,191132.44816682438
1634,194152.01071072693
1635,188609.27183427082
1636,156722.65771467725
1637,210219.0456864583
1638,190447.52960985788
1639,196009.30788304584
1640,250457.93087210294
1641,178719.61273545955
1642,231603.5312955681
1643,219123.00842279178
1644,219633.59512605643
1645,199612.5208301897
1646,159878.7608956766
1647,153885.21331936645
1648,136942.8295809681
1649,143283.10767515042
1650,121912.61726408401
1651,134145.25698128252
1652,92933.99796053449
1653,89575.84735807986
1654,153636.9683936314
1655,133750.19624219803
1656,148843.38940843398
1657,153196.77054023024
1658,150011.01588034464
1659,110991.28298119409
1660,156185.35717801072
1661,487122.3418566004
1662,391965.1019810784
1663,382774.3220120487
1664,492784.2477010336
1665,309135.2805583452
1666,350662.5790306849
1667,363967.6389035269
1668,349673.22227571945
1669,282615.6933550852
1670,346696.6203560522
1671,275924.5431926328
1672,461596.4767500294
1673,303567.6122436593
1674,244483.31451521275
1675,205195.51851047596
1676,201625.50869660705
1677,234957.75418869918
1678,444823.7230035819
1679,395657.8227700189
1680,343035.64036485937
1681,215397.6695221465
1682,292856.13134720176
1683,175584.29497315866
1684,172688.62212665833
1685,170149.46502927184
1686,163150.1093625016
1687,177962.2966403128
1688,181012.31838305804
1689,186536.04153572672
1690,191273.62324226578
1691,184637.89816039568
1692,252103.59395309578
1693,170671.61625543193
1694,181116.21624818863
1695,175223.9981050229
1696,298725.48566360545
1697,180468.32966501627
1698,400788.002154628
1699,337629.4855378318
1700,247787.2396262951
1701,270041.4257948079
1702,257767.7764721326
1703,250225.40883682546
1704,286155.76418659114
1705,209354.9755974488
1706,488897.7241131166
1707,211699.75269883795
1708,211465.50384663983
1709,250872.66883787466
1710,203755.84540501685
1711,246945.55925027648
1712,251301.10486932224
1713,305606.0533075797
1714,215561.73627592268
1715,209776.85738590587
1716,191511.64660908672
1717,163818.67704353822
1718,128838.25029713272
1719,195586.23103132134
1720,238654.36626875016
1721,157842.44495692395
1722,124450.80521706081
1723,161434.7277243559
1724,216095.19652765663
1725,246662.2711969252
1726,210080.69643329785
1727,169936.4945700821
1728,178480.90457875797
1729,173130.7867747683
1730,161309.65635365547
1731,123369.08827400689
1732,134795.91815275906
1733,128688.27524670254
1734,133455.12029072712
1735,131802.9302370563
1736,112377.91487579982
1737,290305.03572640405
1738,202538.35613445487
1739,317795.15076941875
1740,272558.55821464676
1741,212684.68885265902
1742,181162.54276243233
1743,185037.86989703734
1744,305205.59575854766
1745,179195.77878022444
1746,188175.7269199035
1747,215127.83551258853
1748,242382.50904862914
1749,158446.51395414353
1750,126980.94349781194
1751,227518.87172502623
1752,123375.84980464344
1753,148654.65708734212
1754,183293.02832691386
1755,169540.502053378
1756,126721.41820814836
1757,122731.90281394779
