Id,SalePrice
1461,125655.78168749124
1462,151288.8586759471
1463,193028.8904210793
1464,195379.34589529788
1465,191181.58171772477
1466,178302.16610935287
1467,177022.77757497417
1468,167487.4172943384
1469,176639.07870914714
1470,122791.07797507093
1471,190861.53952578947
1472,92422.76004273095
1473,96590.47026433802
1474,152413.01389944737
1475,107153.27362478268
1476,381599.08350139053
1477,254422.49925980886
1478,268229.2881046229
1479,287511.8310740282
1480,466543.99072439986
1481,355859.7634905547
1482,205617.00353143085
1483,174252.44571885042
1484,166411.2834295693
1485,173528.00005062096
1486,196027.42800597017
1487,369164.5877990173
1488,234036.65055850145
1489,211249.00147022726
1490,251289.2428501236
1491,190957.99130591605
1492,89435.07159618185
1493,184414.2129841095
1494,292408.72931992915
1495,272465.9177826152
1496,237556.12819096108
1497,181405.6129800637
1498,159607.81153203014
1499,158592.48739750782
1500,164913.39180748563
1501,185250.741716291
1502,140099.47969610424
1503,310029.88824018196
1504,237880.6143998739
1505,227578.34670299487
1506,176273.89464878966
1507,265308.4415673625
1508,186799.14117799292
1509,153180.09008278503
1510,151260.67252190734
1511,144637.7685979191
1512,175992.975697441
1513,142166.94423616983
1514,156982.01114185754
1515,201254.440814205
1516,144120.4860942892
1517,165159.23935180396
1518,133385.73898313625
1519,234884.52942684563
1520,135266.31836870618
1521,136533.77561656805
1522,169242.20288228002
1523,112571.55182928109
1524,124792.56012525469
1525,126429.88115148089
1526,119038.66215670157
1527,99330.9710851234
1528,132459.03210020583
1529,159525.94831946224
1530,178107.13825414222
1531,108505.37247112485
1532,104183.67390571481
1533,153103.75070127897
1534,130442.38586974368
1535,160172.35453390944
1536,115862.94069525086
1537,93898.83687198102
1538,148011.44559513897
1539,195909.20305374294
1540,95355.1568057082
1541,135584.5808185017
1542,145087.2474449357
1543,186274.8123924927
1544,73884.34344782619
1545,109988.79891630574
1546,138243.6078419087
1547,140726.87568773938
1548,146722.457797411
1549,119815.45182084387
1550,150491.53334598092
1551,112970.5793883852
1552,149110.74533670075
1553,160593.55567294295
1554,108515.54889853294
1555,171186.74912450538
1556,82683.83074176432
1557,99128.73710574694
1558,85797.09997838417
1559,102684.57329605539
1560,144908.66513982124
1561,133047.97663354146
1562,130280.51263808986
1563,119987.27777198792
1564,168932.4210750706
1565,157391.63502907666
1566,233914.86980902168
1567,70542.60949596888
1568,233978.80390077722
1569,144720.92219670324
1570,138600.22700653365
1571,121638.92585522923
1572,149402.34331700418
1573,256028.53602694755
