Id,SalePrice
1461,123209.67470183982
1462,152736.2706894782
1463,183913.33117851242
1464,182978.4803558584
1465,190974.16490071567
1466,180921.02049815404
1467,165910.36975974945
1468,172614.89566727233
1469,177038.96343679528
1470,120553.23369476921
1471,191809.67748590867
1472,93225.9872704982
1473,96339.41608505374
1474,152633.6394919531
1475,110402.75675374035
1476,353264.5078695369
1477,245547.22229604347
1478,293518.62857356376
1479,280608.56947340246
1480,498084.4874342475
1481,292871.75128728274
1482,208371.10037606576
1483,182610.75738144715
1484,158746.0272904964
1485,164277.2886082677
1486,199881.19209015486
1487,301728.530348775
1488,217579.4104418209
1489,210010.88841261822
1490,224661.85815634872
1491,186836.40451075343
1492,87702.05595596306
1493,172684.79040285936
1494,296105.8627410355
1495,289620.3222810031
1496,238809.84846695015
1497,184565.8927139329
1498,150680.2655461054
1499,148750.97295070058
1500,159150.5224955456
1501,171118.27965917016
1502,136564.94791921266
1503,269025.8117008398
1504,228394.13921936334
1505,221637.00094174297
1506,168039.42806262663
1507,252066.9303959144
1508,202543.12571875603
1509,159517.59419450432
1510,153595.43263492562
1511,151250.30881496012
1512,167317.89872680974
1513,143266.27578749938
1514,156228.9415270053
1515,225690.42652717402
1516,167584.71852299228
1517,152129.0234855645
1518,130195.02315703567
1519,232998.18504720778
1520,135871.9665387216
1521,145473.09364151128
1522,162230.60069875023
1523,115600.90840767493
1524,119994.76149196865
1525,126531.20625092086
1526,128091.52298205021
1527,102742.66209131152
1528,127849.61586958436
1529,140936.3456853938
1530,159023.9932342687
1531,137169.89601313238
1532,103440.51307711142
1533,140019.7997057363
1534,114680.12341384306
1535,163459.1564998588
1536,113321.04481553184
1537,81804.35335433477
1538,131089.29892707933
1539,195406.4886472907
1540,119592.64163372296
1541,143180.34177867966
1542,141563.71213305616
1543,183836.6936058209
1544,76330.19780571101
1545,103960.6084077979
1546,122188.25199917519
1547,136844.03680012867
1548,129944.94730250056
1549,110645.0946064498
1550,145855.83241020644
1551,115976.77187836959
1552,156048.36727623784
1553,145947.51687277216
1554,104859.37506329098
1555,171319.57150990693
1556,95573.94746734445
1557,112741.42388593526
1558,81911.1008070462
1559,125005.98092697532
1560,143350.45513532095
1561,177390.462582236
1562,126603.04808946211
1563,122464.93215183057
1564,155498.98709130962
1565,162113.51609875582
1566,220160.196000192
1567,81805.03023570031
1568,223749.93306213868
1569,161814.02872805158
1570,122683.87920771995
1571,132666.15218283836
1572,146171.50323160653
1573,248719.04256686903
1574,93002.35467940752
1575,205292.19668762412
1576,259059.05831147582
1577,207819.04421556645
1578,142053.30635110146
1579,139108.26366731626
1580,185844.86855755837
1581,137399.25992815083
1582,125612.81539536882
1583,329370.11113753327
1584,237042.28744579724
1585,137728.07542898456
1586,75069.67800793289
1587,106614.23297404018
1588,137434.87596429515
1589,104579.33741815716
1590,129612.57041347299
1591,106742.2291641766
1592,106241.14356509125
1593,111523.78270408747
1594,143697.9995993091
1595,141783.1974650809
1596,230666.9540272948
1597,171667.84599079008
1598,189420.4790093542
1599,142566.72647338558
1600,169448.61115589397
1601,89481.44063895759
1602,115098.17888498439
1603,93283.22272623838
1604,278928.1525135487
1605,245537.31553865515
1606,168596.7344479229
1607,166630.3613605403
1608,217098.48137863542
1609,199582.84764287877
1610,168765.95135249948
1611,152303.73709480814
1612,193861.54688140523
1613,185812.99773948165
1614,120657.9150026728
1615,82431.25475867899
1616,80134.45901348193
1617,85451.97023528506
1618,128211.47251278053
1619,136558.43026354
1620,187852.82769147187
1621,156933.4286161088
1622,144857.14787152834
1623,290032.9079116599
1624,235446.83367316867
1625,127627.56421071409
1626,172518.142561604
